Var1,Var2,Var3,Var4,Var5
543,1,7,-1.527140742962,2.2
543,1,8,-0.0737224537070889,44.2
543,1,9,-0.0613559345629231,69.2
543,1,10,-12.2711458731977,0
543,1,11,-0.613648515218734,4.5
543,1,12,-1.12034923798158,4.7
543,1,13,NaN,NaN
543,1,14,0.0598327801293062,85.4
543,1,15,-0.15116922938338,24.9
543,1,16,-0.0872601625008225,47.1
543,1,17,1.16824529447558,97.3
543,1,18,0.184957347759365,80.6
543,1,19,-3.5577905311406,0.8
543,1,20,0.242623687046805,66.8
543,1,21,-0.0693291969722894,44.6
543,1,22,1.0322772999328,89.1
543,1,23,-0.376921272970381,12
543,1,24,-0.0953540031411492,65.3
543,1,25,0.132028742448188,72.8
543,1,26,-0.352890258965341,26.7
543,1,27,-2.43881309005358,2
543,1,28,-0.0859017045651808,42.5
543,1,29,-0.0538768422791306,59.4
543,1,30,-3.60273700644037,0.9
543,1,31,-3.45408809918104,0.7
543,1,32,0.528246888354667,78
543,1,33,0.247160766017433,63.2
543,1,34,-0.776919341595965,17
543,1,35,0.0529368290659488,51.2
543,1,36,-0.0569397867027982,43
543,1,37,-0.11595158135553,28.9
543,1,38,-0.347813756986196,19.7
543,1,39,-0.0631964370880248,45.4
543,1,40,1.40675909241714,91.9
543,1,41,-0.479985926915933,21.3
543,1,42,0.725161203909818,88.2
543,1,43,-0.3177875456632,30.5
543,1,44,0.389709447477776,68.5
543,1,45,-0.0758029527617405,47.1
543,1,46,-0.0662695270296146,47.4
543,2,1,NaN,NaN
543,2,2,NaN,NaN
543,2,3,-0.359683286722702,22.2
543,2,4,NaN,NaN
543,2,5,-0.224545516665671,46.7
543,2,6,NaN,NaN
543,2,7,NaN,NaN
543,2,8,NaN,NaN
543,2,9,NaN,NaN
543,2,10,NaN,NaN
543,2,11,0.270513621754052,84
543,2,12,NaN,NaN
543,2,13,NaN,NaN
543,2,14,NaN,NaN
543,2,15,NaN,NaN
543,2,16,-0.511800977784314,17.1
543,2,17,NaN,NaN
543,2,18,-0.0463943998581058,79.2
543,2,19,NaN,NaN
543,2,20,NaN,NaN
543,2,21,-0.0121652857912058,79
543,2,22,-0.223164822416697,67.1
543,2,23,NaN,NaN
543,2,24,NaN,NaN
543,2,25,NaN,NaN
543,2,26,NaN,NaN
543,2,27,-0.140494815799158,69.9
543,2,28,-0.307151123891343,33.6
543,2,29,1.04118811463212,92.8
543,2,30,-0.366700851707347,21.8
543,2,31,3.37400443469867,98.2
543,2,32,NaN,NaN
543,2,33,NaN,NaN
543,2,34,NaN,NaN
543,2,35,NaN,NaN
543,2,36,-0.370194568297372,21.3
543,2,37,-0.102037583557812,50.8
543,2,38,0.00677827797622119,82.9
543,2,39,-0.774452770149668,3.4
543,3,1,NaN,NaN
543,3,2,NaN,NaN
543,3,3,NaN,NaN
543,3,4,NaN,NaN
543,3,5,NaN,NaN
543,3,6,NaN,NaN
543,3,7,NaN,NaN
543,3,8,NaN,NaN
543,3,9,NaN,NaN
543,3,10,NaN,NaN
543,3,11,NaN,NaN
543,3,12,NaN,NaN
543,3,13,NaN,NaN
543,3,14,NaN,NaN
543,3,15,NaN,NaN
543,3,16,NaN,NaN
543,3,17,NaN,NaN
543,3,18,NaN,NaN
543,3,19,NaN,NaN
543,3,20,NaN,NaN
546,1,1,8.99331651395294,100
546,1,2,0.0817039526677432,15.8
546,1,3,0.139004591173965,90.7
546,1,4,-1.67055449325581,2.9
546,1,5,-2.58820989140068,1.1
546,1,6,0.0401843428634737,32.3
546,1,7,2.78185055034059,98.3
546,1,8,-2.7465868773031,1.7
546,1,9,-0.478724322597266,6.1
546,1,10,-1.75911164810623,2.7
546,1,11,2.86964359277108,98.8
546,1,12,15.272890355241,100
546,1,13,-1.02025543946603,7.2
546,1,14,2.28232614778545,97.7
546,1,15,-1.70884218922615,1.9
546,1,16,-1.98185476759775,0.8
546,1,17,0.0335947880582494,15.2
546,1,18,4.92841692642531,99.3
546,1,19,0.542558040904374,94.5
546,1,20,2.12709522305585,97.4
546,1,21,-22.1647933226502,0
546,1,22,-0.00107310955318244,20.7
546,1,23,0.0196928392751945,11.7
546,1,24,-0.525912919047184,10.5
546,1,25,-3.89932361771228,0.8
546,1,26,-5.12745240865793,0.9
546,1,27,-1.73930382364646,2.2
546,1,28,-0.954808456441371,5.5
546,1,29,11.5199845470487,99.9
546,1,30,-1.57918146278293,3.6
546,1,31,-10.4440003511073,0.1
546,1,32,-7.67598726295788,0.4
546,1,33,-3.92011269761769,0.7
546,1,34,12.7848530812745,99.9
546,1,35,2.93339666321491,98.7
546,1,36,0.0446031649126706,9.2
546,1,37,0.0510672806638225,1.1
546,1,38,0.0689109359427061,2
546,1,39,-8.02513564654351,0.3
546,1,40,9.11498739970642,100
546,1,41,-0.616221124493937,6.2
546,1,42,-0.803728096601187,5.2
546,1,43,0.00958643816933805,2.6
546,1,44,0.0159479612536988,2.9
546,1,45,-2.51535547703753,0.4
546,1,46,0.0637957161740163,3.4
546,1,47,-22.9073558245051,0
546,1,48,0.108108956225343,9.9
546,1,49,7.03596612854248,99.7
546,1,50,3.04921992765528,99
546,1,51,-4.65902841389853,0.4
546,1,52,0.145480400065588,84.6
546,1,53,0.136750761211026,98.5
546,1,54,-0.727075579029178,5.2
546,1,55,0.0498079860110159,14.6
546,1,56,0.0837512990137974,3
546,1,57,0.0601374248353423,13.2
546,1,58,-2.04193082816504,2.2
546,1,59,-14.1762321618186,0.1
546,2,1,NaN,NaN
546,2,2,NaN,NaN
546,2,3,NaN,NaN
546,2,4,NaN,NaN
546,2,5,NaN,NaN
546,2,6,NaN,NaN
546,2,7,NaN,NaN
546,2,8,NaN,NaN
546,2,9,NaN,NaN
546,2,10,NaN,NaN
546,2,11,NaN,NaN
546,2,12,NaN,NaN
546,2,13,NaN,NaN
546,2,14,NaN,NaN
546,2,15,NaN,NaN
546,2,16,NaN,NaN
546,2,17,NaN,NaN
546,2,18,NaN,NaN
546,2,19,NaN,NaN
546,2,20,NaN,NaN
546,2,21,NaN,NaN
546,2,22,NaN,NaN
546,2,23,NaN,NaN
546,2,24,NaN,NaN
546,2,25,NaN,NaN
546,2,26,NaN,NaN
546,2,27,NaN,NaN
546,2,28,NaN,NaN
546,2,29,NaN,NaN
546,2,30,NaN,NaN
546,2,31,NaN,NaN
546,2,32,NaN,NaN
546,3,1,-0.273087087113206,73.8
546,3,2,NaN,NaN
546,3,3,NaN,NaN
546,3,4,NaN,NaN
546,3,5,NaN,NaN
546,3,6,NaN,NaN
546,3,7,NaN,NaN
546,3,8,NaN,NaN
546,3,9,NaN,NaN
546,3,10,3.09673828109074,98
546,3,11,3.15489877333645,97.5
546,3,12,1.0023714359562,81.9
546,3,13,NaN,NaN
546,3,14,-0.439892104064133,51.7
546,3,15,NaN,NaN
546,3,16,NaN,NaN
546,3,17,NaN,NaN
546,3,18,-0.696992717658061,26.4
546,3,19,NaN,NaN
546,3,20,NaN,NaN
546,3,21,NaN,NaN
546,3,22,2.98517408495653,96.2
546,3,23,-0.561699357186682,21.2
546,3,24,2.70065763506274,94.3
546,3,25,-0.268625011646382,74.1
546,3,26,NaN,NaN
546,3,27,NaN,NaN
546,3,28,NaN,NaN
546,3,29,-0.541024285413068,24.9
546,3,30,-0.160941065909155,74.6
546,3,31,NaN,NaN
546,3,32,-0.336885926828577,58.6
546,3,33,NaN,NaN
546,3,34,NaN,NaN
546,3,35,0.207581126771391,76
546,3,36,NaN,NaN
546,3,37,NaN,NaN
546,3,38,NaN,NaN
546,3,39,1.05093493464533,86.2
546,3,40,-0.213738758330762,77
546,3,41,NaN,NaN
546,3,42,-0.4642627566153,37.8
546,3,43,NaN,NaN
546,3,44,NaN,NaN
546,3,45,2.88519432557625,96.7
546,3,46,-0.451046641351767,60.1
546,3,47,2.22583158633322,94.1
546,3,48,0.268821516000595,78.6
546,3,49,-0.514873609487302,34.8
546,3,50,NaN,NaN
546,3,51,-0.614543733502165,7.3
546,3,52,NaN,NaN
557,1,1,NaN,NaN
557,1,2,NaN,NaN
557,1,3,0.293017610574217,76.7
557,1,4,NaN,NaN
557,1,5,-0.0440366394468625,45.5
557,1,6,-0.955847762736033,8.1
557,1,7,NaN,NaN
557,1,8,-1.54827166728485,4.7
557,1,9,6.26705617145239,99.3
557,1,10,-3.67365210555217,0.1
557,1,11,7.9783014559366,100
557,1,12,0.861466621714443,86.6
557,1,13,9.63933325870343,99.3
557,1,14,-0.116595807823962,38.1
557,1,15,1.58657983374648,94.3
557,1,16,3.42862861738557,99.6
557,1,17,-0.823358924341484,9.8
557,1,18,-0.131437223379779,43.9
557,1,19,NaN,NaN
557,1,20,0.154394800847166,61
557,1,21,0.780226932358797,83.6
557,1,22,-1.2390020993991,6.6
557,1,23,-0.277928596151911,29.1
557,1,24,-1.0590548729741,8
557,1,25,-0.580566317959489,19.3
557,1,26,NaN,NaN
557,1,27,0.190847077656741,68.4
557,1,28,NaN,NaN
557,1,29,NaN,NaN
557,1,30,1.0934892736329,90.7
557,1,31,0.366441476921096,78.6
557,1,32,0.0177345143828223,61.7
557,1,33,NaN,NaN
557,1,34,-0.467104331641802,25.9
557,1,35,0.360589593500165,81.5
557,1,36,-0.10775299544804,43.4
557,1,37,-0.974345706603652,10
557,1,38,NaN,NaN
557,1,39,2.1951843589277,98.3
557,1,40,15.3239467237631,99.9
557,1,41,-0.300676645135514,30.9
557,1,42,0.362797306708281,72.2
557,1,43,0.600226534670498,80.8
557,1,44,1.46684878487178,96.5
557,1,45,1.41430630498619,93.5
557,2,1,-0.324173620451641,45.8
557,2,2,NaN,NaN
557,2,3,NaN,NaN
557,2,4,NaN,NaN
557,2,5,-0.324038678841768,46.7
557,2,6,NaN,NaN
557,2,7,NaN,NaN
557,2,8,-1.42039873146399,0.4
557,2,9,0.442413015535776,76.3
557,2,10,-0.436308097776353,22.8
557,2,11,NaN,NaN
557,2,12,NaN,NaN
557,2,13,NaN,NaN
557,2,14,-1.38311538759899,0.4
557,2,15,-0.262308088397474,41.6
557,2,16,NaN,NaN
557,2,17,-0.393430425604068,39.4
557,2,18,NaN,NaN
557,2,19,NaN,NaN
557,2,20,NaN,NaN
557,2,21,NaN,NaN
557,2,22,-0.347629682639974,44.7
557,2,23,-0.130225515191727,68.1
557,2,24,-0.517110051362781,33.8
557,2,25,NaN,NaN
557,2,26,NaN,NaN
557,2,27,-0.464654408997018,29.5
557,2,28,-0.443240198437331,22.5
557,2,29,NaN,NaN
557,2,30,0.216092526383313,82.8
557,2,31,-0.444216984157147,23.9
557,2,32,NaN,NaN
557,2,33,NaN,NaN
557,2,34,-0.724570720501591,15.4
557,2,35,NaN,NaN
557,2,36,NaN,NaN
557,2,37,NaN,NaN
557,2,38,-0.308161177834891,58.3
557,2,39,NaN,NaN
557,2,40,-0.395234383346019,53.7
557,2,41,NaN,NaN
557,2,42,NaN,NaN
557,3,1,NaN,NaN
557,3,2,NaN,85.5
557,3,3,NaN,NaN
557,3,4,NaN,NaN
557,3,5,NaN,NaN
557,3,6,NaN,NaN
557,3,7,NaN,NaN
557,3,8,NaN,NaN
557,3,9,NaN,NaN
557,3,10,NaN,NaN
557,3,11,NaN,NaN
557,3,12,NaN,10.8
557,3,13,NaN,NaN
557,3,14,NaN,NaN
557,3,15,NaN,82.8
557,3,16,NaN,NaN
557,3,17,NaN,NaN
557,3,18,NaN,66.9
557,3,19,NaN,79.8
557,3,20,NaN,7.8
557,3,21,NaN,NaN
557,3,22,NaN,67.5
557,3,23,NaN,9.4
557,3,24,NaN,83.4
557,3,25,NaN,NaN
557,3,26,NaN,0.5
557,3,27,NaN,NaN
557,3,28,NaN,55.6
557,3,29,NaN,71.8
557,3,30,NaN,14.3
557,3,31,NaN,NaN
557,3,32,NaN,NaN
557,3,33,NaN,NaN
557,3,34,NaN,NaN
570,1,1,-0.0562116970807571,76.8
570,1,2,-0.527209320372989,16.9
570,1,3,NaN,NaN
570,1,4,-0.215774818021871,28.6
570,1,5,-0.652353447235897,16.6
570,1,6,NaN,NaN
570,1,7,0.0765694618423403,59.2
570,1,8,NaN,NaN
570,1,9,-0.415050422582922,27.6
570,1,10,-0.716915323148791,13.2
570,1,11,1.22164558632825,91
570,1,12,-2.63068462964975,0.9
570,1,13,-0.254301814594376,44.7
570,1,14,0.541504648611303,88.5
570,1,15,-1.44237391669039,5
570,1,16,2.15336522264825,98.8
570,1,17,4.057174570098,98.6
570,1,18,-0.939032841785753,6.5
570,1,19,-0.337581833211787,29.6
570,1,20,-0.677597666880872,16.8
570,1,21,-0.819387947026735,7.6
570,1,22,-0.142015739425951,42
570,1,23,-0.334949053888977,27.5
570,1,24,-1.87705316108289,0
570,1,25,-0.467919687840158,19.4
570,1,26,-0.522787733331012,23.2
570,1,27,-0.560937621715503,22.5
570,1,28,2.56610908547149,98.9
570,1,29,10.8456197899723,99.9
570,1,30,-0.458230957112669,26.3
570,1,31,0.980280914736822,88.1
570,1,32,-0.498598790335596,18.1
570,1,33,-0.88663835564779,8.9
570,1,34,-0.11790248858702,67.6
570,1,35,0.720432636452714,93.2
570,1,36,-1.29445387701292,8.7
570,1,37,-2.40478517163808,1.2
570,1,38,0.59326454460584,91.7
570,1,39,-0.148572986047857,40.5
570,1,40,0.0809581939806463,65.3
570,1,41,0.82508741990723,90.7
570,1,42,-0.668911656822335,20.5
570,1,43,-0.0135093075179816,65.9
570,1,44,-0.353314319423386,30.2
570,1,45,0.104555930871948,58.7
570,1,46,0.288329533182036,80.7
570,1,47,0.391529354954453,74.1
570,1,48,-0.422561160084031,24.1
570,1,49,3.21209539582968,99.1
570,1,50,-1.68014744073888,4.3
570,1,51,-1.26366213346488,5.3
570,1,52,-0.32471590247643,33.3
570,1,53,-2.44878667433654,0.1
570,1,54,-0.382689136617619,22.1
570,1,55,1.80715094702135,95.8
570,1,56,-1.00875369913249,3.6
570,1,57,0.644730598458138,82.7
570,1,58,1.29219994728591,91.8
570,1,59,-0.48320553181662,22.6
570,1,60,-0.282043334993769,38.8
570,1,61,-1.82803399867532,1.9
570,1,62,0.51578237551513,91.3
570,1,63,-0.441427196605588,21.5
570,1,64,-0.273058454517935,32.6
570,1,65,-0.415111077341961,29.1
570,1,66,1.37905211703335,93.5
570,2,1,NaN,NaN
570,2,2,NaN,NaN
570,2,3,NaN,NaN
570,2,4,NaN,NaN
570,2,5,NaN,NaN
570,2,6,NaN,NaN
570,2,7,NaN,NaN
570,2,8,NaN,NaN
570,2,9,NaN,NaN
570,2,10,NaN,NaN
570,2,11,NaN,NaN
570,2,12,NaN,NaN
570,2,13,NaN,NaN
570,2,14,NaN,NaN
570,2,15,NaN,NaN
570,2,16,NaN,NaN
570,2,17,NaN,NaN
570,2,18,NaN,NaN
570,2,19,NaN,NaN
570,2,20,NaN,NaN
570,2,21,NaN,NaN
570,2,22,NaN,NaN
570,2,23,NaN,NaN
570,2,24,NaN,NaN
570,2,25,NaN,NaN
570,2,26,NaN,NaN
570,2,27,NaN,NaN
570,2,28,NaN,NaN
570,2,29,NaN,NaN
570,2,30,NaN,NaN
570,2,31,NaN,NaN
570,2,32,NaN,NaN
570,2,33,NaN,NaN
570,2,34,NaN,NaN
570,2,35,NaN,NaN
570,2,36,NaN,NaN
570,2,37,NaN,NaN
570,2,38,NaN,NaN
570,2,39,NaN,NaN
570,2,40,NaN,NaN
570,2,41,NaN,NaN
570,2,42,NaN,NaN
570,2,43,NaN,NaN
570,2,44,NaN,NaN
570,2,45,NaN,NaN
570,2,46,NaN,NaN
570,2,47,NaN,NaN
570,2,48,NaN,NaN
570,2,49,NaN,NaN
570,2,50,NaN,NaN
570,2,51,NaN,NaN
570,2,52,NaN,NaN
570,2,53,NaN,NaN
570,2,54,NaN,NaN
570,2,55,NaN,NaN
570,2,56,NaN,NaN
570,2,57,NaN,NaN
570,2,58,NaN,NaN
570,3,1,NaN,NaN
570,3,2,-0.639058865547508,36.3
570,3,3,-0.844113112481316,14.8
570,3,4,0.612973435778172,80.2
570,3,5,-0.739805078971213,9.2
570,3,6,NaN,NaN
570,3,7,-0.363827680644195,53
570,3,8,NaN,NaN
570,3,9,NaN,NaN
570,3,10,-0.660732141072143,31.1
570,3,11,-0.66561774378169,29.5
570,3,12,2.46733013914977,97.8
570,3,13,-0.596175547797109,42.3
570,3,14,-0.454342480644389,40.5
570,3,15,NaN,NaN
570,3,16,-0.115302632953318,66.8
570,3,17,-0.338949991556757,57.1
570,3,18,-0.482195260998553,38.7
570,3,19,0.945631510696056,83.2
570,3,20,1.42729190644234,91.2
570,3,21,-0.365494494939569,62.9
570,3,22,-0.306761785470947,58
570,3,23,0.246263154048145,83.4
570,3,24,-0.858903068346008,12.1
570,3,25,1.78669172786391,89
570,3,26,NaN,NaN
570,3,27,-0.523195207224297,28.5
570,3,28,0.604097257574795,79.4
570,3,29,0.631091449037401,79.8
570,3,30,NaN,NaN
570,3,31,-0.492834388946498,22.2
570,3,32,-0.900520509303278,9
570,3,33,0.847922502317492,77.7
570,3,34,-0.660239291414587,15.6
570,3,35,NaN,NaN
570,3,36,NaN,NaN
570,3,37,-0.199585953553925,65.3
570,3,38,2.56841226805079,96.8
570,3,39,3.19016848467184,97.2
570,3,40,NaN,NaN
570,3,41,-0.786980357825918,6.5
570,3,42,2.47121824171633,95.6
570,3,43,NaN,NaN
570,3,44,NaN,NaN
570,3,45,0.804223219625125,87
570,3,46,-0.200828698698949,66.4
573,1,1,0.402312578852997,78.4
573,1,2,0.113346681103258,46
573,1,3,-1.02194899167458,7.9
573,1,4,-0.258793622750946,13.4
573,1,5,0.15249109413542,16.9
573,2,1,-0.133763878434372,41.8
573,2,2,-0.196726828376664,41.8
573,2,3,-1.30769086530323,7.1
573,2,4,-0.16449830921201,42.4
573,2,5,1.36573225301391,92.6
573,2,6,-0.955448001608902,11
573,2,7,0.355721531092583,77.9
573,2,8,0.288009786139597,70.7
573,2,9,-0.86717599493625,13
573,2,10,-0.104226204627818,46.7
573,2,11,0.938575670317347,93.3
573,2,12,-1.42612112636381,5
573,2,13,0.0973878631777152,62.5
573,2,14,-0.652968383446397,17.3
573,2,15,0.187392026457901,65.7
573,2,16,1.66957246967829,94.5
573,2,17,-3.03319252245553,0.3
573,2,18,-1.67799201696931,1.2
573,2,19,-0.340172345455585,29.2
573,2,20,-1.29032240173657,6.6
573,3,1,NaN,NaN
573,3,2,-0.805806659819239,14
573,3,3,NaN,NaN
573,3,4,-1.07142271274319,8.5
573,3,5,-0.150894070497891,43.6
573,3,6,NaN,NaN
573,3,7,0.0306686745974172,64.3
573,3,8,-0.467125032449507,25.8
573,3,9,-0.429842508449238,19.8
573,3,10,-0.740282842576073,10.3
573,3,11,0.192876560516051,69.1
573,3,12,-0.377761708870425,35.6
573,3,13,-0.307303132794591,43.4
573,3,14,-0.210900564103772,45.4
573,3,15,0.230896112764702,62.5
573,3,16,0.0290717746321798,54.1
573,3,17,-0.154211784945072,66
573,3,18,0.539789940182181,78.3
573,3,19,NaN,NaN
573,3,20,-0.69240258304205,8.3
573,3,21,0.134308760643151,61
573,3,22,0.0948382635477544,60.9
573,3,23,-0.0653863819393077,48.6
573,3,24,-0.357132526052661,38
573,3,25,-0.29601904640457,47.1
584,1,1,1.52402056087369,95
584,1,2,0.104974181233932,78
584,1,3,0.295437132310018,68.8
584,1,4,1.19927300908478,91.4
584,1,5,0.42550742840621,76
584,1,6,0.0344633799302543,52.9
584,1,7,0.657156915014401,81.8
584,1,8,0.324599637839545,80.4
584,1,9,-0.272766320939974,29.4
584,1,10,-0.36516824742535,29.4
584,1,11,-0.420900008760371,29.7
584,1,12,0.504335753935013,75.2
584,1,13,-0.333012877456787,31.3
584,1,14,NaN,NaN
584,1,15,-0.0288797749512917,53.5
584,1,16,0.64879961447267,88
584,2,1,1.75668256128171,95.9
584,2,2,-0.611263009654501,21.3
584,2,3,0.292862119339153,66.4
584,2,4,0.00751510682367668,45.3
584,2,5,-1.46190146652518,7.7
584,2,6,1.24531478691934,94
584,2,7,-1.56963264115643,6.1
584,2,8,0.346904115433564,69.5
584,2,9,0.343567572469001,61.6
584,2,10,0.145801158674576,58.5
584,2,11,-0.10769728269829,45.8
584,2,12,-0.0289405272692105,43.9
584,2,13,0.557749803934019,79.7
584,3,1,2.64182179202763,93.5
584,3,2,NaN,NaN
584,3,3,-0.262909627950309,38.3
584,3,4,-0.243382805952136,56.5
584,3,5,-0.566492142769165,8.5
584,3,6,-1.23201097791035,0.5
584,3,7,-0.206500375868333,37.8
584,3,8,0.00481062095493872,64.3
584,3,9,-0.302811212825488,50.7
584,3,10,-0.184400132064065,65
584,3,11,-0.346358193346448,23.8
584,3,12,-0.176319669132658,52.3
584,3,13,NaN,NaN
584,3,14,-0.566472789282053,14.3
584,3,15,0.262458479487804,75
584,3,16,-0.127075317625747,50.9
584,3,17,-0.195474008500521,56.3
584,3,18,-0.487560470827276,24.5
584,3,19,0.143190189555769,75.5
584,3,20,-0.300474542696552,26.2
584,3,21,NaN,NaN
584,3,22,-0.300459501935139,35
584,3,23,-0.300318263426925,32.2
584,3,24,-0.302844015302317,26.9
584,3,25,-0.231990446872148,43
584,3,26,-0.283526775921175,51.4
584,3,27,-0.219959894316852,64
584,3,28,0.814146755713547,93.3
584,3,29,-0.191845614818213,40
584,3,30,-0.906878988227263,2.7
584,3,31,-0.742076268047985,9.4
584,3,32,-0.454736712648236,16.2
585,1,1,-0.060551166657547,52.8
585,1,2,-0.912791993695086,13.7
585,1,3,-0.829302170630582,13.3
585,1,4,NaN,NaN
585,1,5,-0.248762403815923,24
585,1,6,0.457793154737301,81
585,1,7,2.34042579192232,98.3
585,1,8,-0.208343190290253,29
585,1,9,0.895741750597344,89.7
585,1,10,-0.186118935276945,32
585,1,11,-0.18335547972694,37.9
585,1,12,-3.10490304146242,0.7
585,1,13,0.171448960131486,67
585,1,14,-0.94045571906311,12.2
585,1,15,NaN,NaN
585,1,16,0.41079211109763,83.2
585,1,17,2.57530212846414,97.7
585,1,18,-0.0421564628982736,50.3
585,1,19,0.509810376283661,79.2
585,1,20,2.1128938973373,97.4
585,1,21,0.280146597321252,76.4
585,1,22,0.247368765502639,72.7
585,1,23,0.986758332911502,88.1
585,1,24,-0.04128350846759,53.4
585,1,25,1.11463373372104,89.8
585,1,26,-2.26666421097817,1.9
585,1,27,-0.559052018155931,21
585,1,28,0.131263864938446,66.7
585,1,29,7.78230379288702,99.9
585,1,30,-1.79357082486433,2.8
585,1,31,NaN,NaN
585,1,32,0.138975888437616,61.3
585,1,33,1.93495015575248,96.3
585,1,34,-0.813946470307678,12.5
585,1,35,-0.106546256194503,43
585,1,36,1.45834704591183,94.6
585,1,37,0.0501116462345323,49.6
585,1,38,-2.05092877582295,3.3
585,1,39,2.9972860321705,99.6
585,1,40,0.777447364870144,88.3
585,1,41,0.377534820606128,76.5
585,1,42,-0.260891890719119,33.4
585,1,43,0.471280731812605,80.3
585,1,44,-0.876273748551513,11.1
585,1,45,-1.52450703011884,6.1
585,2,1,-1.15352044571566,4.7
585,2,2,1.47420844654357,94.1
585,2,3,-0.274038276711289,33.3
585,2,4,-0.00401565968307068,52.3
585,2,5,-0.033506182363637,51
585,2,6,-1.65480319709052,5.3
585,2,7,0.605617847454191,77.9
585,2,8,-0.217529227556407,37.9
585,2,9,1.0902508049939,89.1
585,2,10,-1.5459723493913,5.1
585,2,11,-3.21156751037002,0.4
585,2,12,0.939160896900079,88.5
585,2,13,0.796308498215831,82
585,2,14,0.619491727184199,78.3
585,2,15,-0.129957195663353,41.6
585,2,16,-0.056475468087008,48.2
585,2,17,0.157851880827719,62.7
585,2,18,0.493120160812191,83.6
585,2,19,-0.0572686478318199,47.3
585,2,20,1.47179227414428,94.1
585,2,21,0.0842072829939069,54.1
585,2,22,-0.226338786276763,38.7
585,2,23,0.0379711566052214,53.5
585,2,24,-0.577375062882123,23.7
585,2,25,-0.14830386938468,37.9
585,2,26,2.57011522068873,98.6
585,2,27,0.110746454992405,69.8
585,2,28,1.23329706375655,91.6
585,2,29,5.85722798153176,99.9
585,2,30,0.826660709847191,83.3
585,2,31,-3.57697135020342,0.5
585,2,32,0.359722055438089,68.1
585,2,33,0.379547207305602,70.6
585,2,34,-0.86426829076961,15.4
585,2,35,-1.47255389310275,5.4
585,2,36,0.0371495867682258,54.7
585,2,37,-0.0556577991617741,45.9
585,2,38,-0.123773100093506,45.8
585,2,39,-0.263948156009335,36.3
585,2,40,0.954277621563827,86.1
585,2,41,-1.23581146966811,8.2
585,2,42,-0.242310626898605,37.7
585,2,43,-1.49854211958325,6
585,2,44,0.130013898059037,57.2
585,2,45,-0.822903883363784,16
585,2,46,0.669277902886959,80.2
585,2,47,-0.84984835727559,14.7
585,2,48,1.10671439096966,90.3
585,2,49,-1.13657162669603,10.8
585,2,50,-0.85593098989953,16
585,2,51,0.0980108692932874,56.5
585,2,52,0.00956536639327772,52.9
585,2,53,1.20557047129102,89.5
585,2,54,-0.406007121985849,31
585,2,55,4.00595866466499,99.9
585,2,56,1.14749427049973,89.6
585,2,57,0.729464268317751,82.7
585,2,58,0.860239418224515,84.7
585,2,59,-3.09292534060034,0.9
585,2,60,0.389683560876646,69.6
585,2,61,-0.308377033771767,33.7
585,2,62,1.53030900938909,94.2
585,2,63,-0.61790391686601,20.4
585,2,64,0.293538899733586,67.2
585,2,65,2.61566692306163,98.8
585,2,66,0.865778333439504,84.7
585,2,67,1.3569528078919,92.6
585,2,68,-3.18326208065962,0.3
585,2,69,1.64437662980895,95
585,3,1,0.358430682705643,76.7
585,3,2,-0.384962183671478,26.4
585,3,3,-0.114089143908563,48.4
585,3,4,-0.268999325823377,34.6
585,3,5,-3.65867461884892,0.3
585,3,6,0.62127009422244,84.9
585,3,7,0.132404179543369,66.2
585,3,8,-1.07677913209724,5
585,3,9,-0.550864160074751,15.5
585,3,10,NaN,NaN
585,3,11,-0.0236998875207466,55.6
585,3,12,0.467986343689189,81.2
585,3,13,-0.383429176900405,33.1
585,3,14,-0.170252230213745,47.3
585,3,15,-0.407055715636053,24.5
585,3,16,NaN,NaN
585,3,17,-0.182997204477693,46.4
585,3,18,-0.663708934433905,24.4
585,3,19,0.199528792256155,64.5
585,3,20,-0.368488336514178,31.3
585,3,21,-0.397522337209421,31.6
585,3,22,0.664745415269866,76.8
585,3,23,0.799784396896318,83.7
585,3,24,-0.994407000544313,9.2
585,3,25,-0.622175976561329,23.4
585,3,26,NaN,NaN
585,3,27,0.480680097875965,79.6
585,3,28,-0.294798305862102,34.7
585,3,29,-0.0269996255644823,57.2
585,3,30,-0.529677688304777,18.9
585,3,31,0.158295282921882,60.5
585,3,32,-0.792147993361509,12.3
585,3,33,-0.230203548678716,41.6
585,3,34,-0.232723841605968,42.1
585,3,35,0.459464851566859,78.5
585,3,36,-0.411309944398862,34.1
585,3,37,2.61713787717613,98.9
585,3,38,-1.34782197669539,3.5
585,3,39,-0.0775719190853316,52.1
585,3,40,-0.534807088914677,23.8
585,3,41,-0.520377329426351,27.3
585,3,42,-0.875478993979418,15.7
585,3,43,0.0104996567788852,52.6
585,3,44,-0.619695788035333,25.1
585,3,45,-0.301555561261414,38.7
585,3,46,-1.3705074155444,7
585,3,47,-0.0462531514797575,50.6
585,3,48,0.881993830537696,84.4
585,3,49,1.09335669650857,91.2
585,3,50,-0.164725020396977,48.7
585,3,51,-0.324576269447654,37.3
585,3,52,1.26026113182692,91.9
585,3,53,0.734836641481257,87.3
585,3,54,0.978388089934729,86.3
585,3,55,2.19208698297601,96.6
585,3,56,NaN,NaN
585,3,57,0.801419099155331,82.9
585,3,58,-1.22231986348979,8.7
585,3,59,1.51036552033591,94.6
585,3,60,1.73090500923662,94.7
585,3,61,-0.446403818242679,33.4
585,3,62,0.797077778613711,81
