Animal,Epoch,Cell,Dev_Ptnr_post,Pval_Ptnr_post
543,2,36,0.191546308,61.6
543,2,37,0.157280582,57.5
543,2,38,-0.672427549,20.2
543,2,39,0.116826693,57.2
543,3,1,NaN,NaN
543,3,2,NaN,NaN
543,3,3,NaN,NaN
543,3,4,NaN,NaN
543,3,5,NaN,NaN
543,3,6,NaN,NaN
543,3,7,NaN,NaN
543,3,8,NaN,NaN
543,3,9,NaN,NaN
543,3,10,NaN,NaN
543,3,11,NaN,NaN
543,3,12,NaN,NaN
543,3,13,NaN,NaN
543,3,14,NaN,NaN
543,3,15,NaN,NaN
543,3,16,NaN,NaN
543,3,17,NaN,NaN
543,3,18,NaN,NaN
543,3,19,NaN,NaN
543,3,20,NaN,NaN
546,1,1,0.754013859,86.1
546,1,2,1.47889765,91.8
546,1,3,-0.332551556,51.6
546,1,4,-0.322696716,53.7
546,1,5,2.641308237,93.3
546,1,6,NaN,NaN
546,1,7,NaN,NaN
546,1,8,NaN,NaN
546,1,9,NaN,NaN
546,1,10,1.210533737,88.7
546,1,11,1.272092643,90.7
546,1,12,1.963135284,92.5
546,1,13,NaN,NaN
546,1,14,-0.533832694,8
546,1,15,0.899318411,87.3
546,1,16,NaN,NaN
546,1,17,NaN,NaN
546,1,18,NaN,NaN
546,1,19,NaN,NaN
546,1,20,NaN,NaN
546,1,21,1.14379169,88.7
546,1,22,NaN,NaN
546,1,23,-0.524297183,6.4
546,1,24,NaN,NaN
546,1,25,NaN,NaN
546,1,26,1.249764853,89.5
546,1,27,NaN,NaN
546,1,28,NaN,NaN
546,1,29,NaN,NaN
546,1,30,1.076323686,87.3
546,1,31,NaN,NaN
546,1,32,-0.544606251,8.7
546,1,33,NaN,NaN
546,1,34,1.500043572,92
546,1,35,NaN,NaN
546,1,36,NaN,NaN
546,1,37,1.781315665,93.6
546,1,38,-0.61643418,2.2
546,1,39,NaN,NaN
546,1,40,NaN,NaN
546,1,41,NaN,NaN
546,1,42,NaN,NaN
546,1,43,-0.482901813,3.6
546,1,44,1.616316558,93.3
546,1,45,1.204269663,87.5
546,1,46,-0.541062319,7
546,1,47,NaN,NaN
546,1,48,-0.553564212,5.6
546,1,49,NaN,NaN
546,1,50,NaN,NaN
546,1,51,0.744899287,86.6
546,1,52,NaN,NaN
546,1,53,1.282139687,90.3
546,1,54,NaN,NaN
546,1,55,1.16286759,90.6
546,1,56,4.917450511,99.3
546,1,57,-0.444287663,13
546,1,58,1.488549404,91.9
546,1,59,NaN,NaN
546,2,1,NaN,NaN
546,2,2,NaN,NaN
546,2,3,NaN,NaN
546,2,4,NaN,NaN
546,2,5,NaN,NaN
546,2,6,NaN,NaN
546,2,7,NaN,NaN
546,2,8,NaN,NaN
546,2,9,NaN,NaN
546,2,10,NaN,NaN
546,2,11,NaN,NaN
546,2,12,NaN,NaN
546,2,13,NaN,NaN
546,2,14,NaN,NaN
546,2,15,NaN,NaN
546,2,16,NaN,NaN
546,2,17,NaN,NaN
546,2,18,NaN,NaN
546,2,19,NaN,NaN
546,2,20,NaN,NaN
546,2,21,NaN,NaN
546,2,22,NaN,NaN
546,2,23,NaN,NaN
546,2,24,NaN,NaN
546,2,25,NaN,NaN
546,2,26,NaN,NaN
546,2,27,NaN,NaN
546,2,28,NaN,NaN
546,2,29,NaN,NaN
546,2,30,NaN,NaN
546,2,31,NaN,NaN
546,2,32,NaN,NaN
546,3,1,-4.556755281,0.5
546,3,2,17.97463366,100
546,3,3,0.956950803,91.7
546,3,4,2.087390526,97.4
546,3,5,4.812272455,99.5
546,3,6,0.019862889,56.3
546,3,7,-7.1510508,0
546,3,8,0.204722256,81.2
546,3,9,3.610460773,99.4
546,3,10,-1.054781618,6.5
546,3,11,0.007939757,42.2
546,3,12,-0.090506172,35.7
546,3,13,-0.026450428,38.4
546,3,14,-1.392601817,5.3
546,3,15,-0.104773636,34.6
546,3,16,-0.519232556,4.1
546,3,17,-3.80203132,1.2
546,3,18,0.130723658,75.5
546,3,19,0.889723219,89.9
546,3,20,-0.07870995,18.6
546,3,21,-6.341924645,0.1
546,3,22,-4.492346802,1
546,3,23,0.126829272,65.8
546,3,24,-0.117271487,24.9
546,3,25,-0.928095241,7.3
546,3,26,-0.54255931,15
546,3,27,0.131137509,79.5
546,3,28,2.130411547,97.6
546,3,29,-0.055165366,31.7
546,3,30,-26.88323476,0
546,3,31,-7.089715481,0
546,3,32,-0.036353852,36.5
546,3,33,0.552647926,97.4
546,3,34,0.02773788,60.1
546,3,35,0.668447307,93.6
546,3,36,-0.012617293,43
546,3,37,-1.705452871,5
546,3,38,1.179790965,93.8
546,3,39,0.077116177,65.8
546,3,40,-4.724201744,0.9
546,3,41,1.70739783,96.8
546,3,42,-0.053529771,22.2
546,3,43,37.71316953,100
546,3,44,-0.233055151,11.3
546,3,45,-2.330969162,1.9
546,3,46,-2.585421134,1.7
546,3,47,-0.360786252,20.6
546,3,48,-0.396515596,9.3
546,3,49,-0.38320495,29.1
546,3,50,-0.217902351,6.3
546,3,51,0.15333094,63.6
546,3,52,0.318576538,90.7
557,1,1,-0.217312215,22.9
557,1,2,-1.587294263,5.4
557,1,3,0.881384931,92.8
557,1,4,-0.268144144,25.3
557,1,5,0.121816832,64.7
557,1,6,-3.028142759,1.8
557,1,7,1.066645052,92.3
557,1,8,-0.11943216,31.1
557,1,9,-1.068157825,7.2
557,1,10,-2.867561008,1.3
557,1,11,1.734986925,97.8
557,1,12,0.164126878,71.4
557,1,13,-0.385878095,19.4
557,1,14,0.875793667,93.3
557,1,15,2.629496581,99
557,1,16,-0.412397832,19
557,1,17,-3.38074631,1.3
557,1,18,-11.60644256,0
557,1,19,0.091442631,56.2
557,1,20,4.760831513,99.7
557,1,21,1.348048484,95.6
557,1,22,-0.827925618,10.4
557,1,23,-3.326474093,1.8
557,1,24,-5.386825488,0.1
557,1,25,-0.224285091,23
557,1,26,-5.247343774,0.2
557,1,27,-0.206798573,22.9
557,1,28,7.186992623,100
557,1,29,0.626827047,88.1
557,1,30,-1.692405231,5.6
557,1,31,0.009250236,44.8
557,1,32,4.24463598,99.9
557,1,33,0.988348517,92.2
557,1,34,0.143706579,51.7
557,1,35,-3.231835748,0.9
557,1,36,-0.038670135,39.4
557,1,37,-1.962374267,2.8
557,1,38,1.003229677,91.9
557,1,39,-6.924950427,0.1
557,1,40,-0.388653921,21.8
557,1,41,-1.383169349,6.2
557,1,42,0.438746204,83.3
557,1,43,1.136632426,95.8
557,1,44,-1.279561604,6.1
557,1,45,1.46947841,95.3
557,2,1,-6.057295484,0.1
557,2,2,-7.636121678,0
557,2,3,2.771834321,98.5
557,2,4,0.304927745,71
557,2,5,-0.537042134,19.6
557,2,6,-11.40203424,0
557,2,7,2.801453674,98.9
557,2,8,6.904667652,100
557,2,9,-0.625747878,16.6
557,2,10,-1.231096418,7.8
557,2,11,-1.605715727,4
557,2,12,0.336417155,74.2
557,2,13,0.474713584,80.2
557,2,14,-0.557133125,18.4
557,2,15,-1.582601178,5.5
557,2,16,2.880931487,98.8
557,2,17,-13.57378784,0
557,2,18,-1.241661986,8.2
557,2,19,-0.266760867,31.5
557,2,20,-7.851748654,0
557,2,21,0.724015664,89.1
557,2,22,-1.066523111,10.2
557,2,23,-0.871702134,13.3
557,2,24,-1.002945324,10
557,2,25,-1.936773851,2.8
557,2,26,-2.301635071,2.5
557,2,27,-0.882626794,14.7
557,2,28,-0.271125595,24.4
557,2,29,-0.584674922,15.2
557,2,30,-2.579473136,2.2
557,2,31,-3.746864415,0.3
557,2,32,0.571338657,83.2
557,2,33,-1.185933513,8.3
557,2,34,0.979942719,91.1
557,2,35,2.2160866,99
557,2,36,-3.991488304,0.3
557,2,37,0.185565283,62.3
557,2,38,0.623533753,85.7
557,2,39,1.676759417,97.2
557,2,40,2.594777707,99
557,2,41,0.56622725,85.5
557,2,42,-0.352391717,23
557,3,1,0.457577279,85.5
557,3,2,-1.45409324,4.8
557,3,3,-1.224161545,7.8
557,3,4,1.759797952,97.7
557,3,5,-6.199313321,0.1
557,3,6,0.247999733,76.6
557,3,7,2.410267169,98.5
557,3,8,1.274854054,95
557,3,9,3.183564606,98.7
557,3,10,1.783903756,97
557,3,11,-0.845359355,7.7
557,3,12,-0.029350827,43
557,3,13,0.067962635,49.9
557,3,14,-0.759530882,8.6
557,3,15,4.016798013,99.3
557,3,16,-7.10785073,0.2
557,3,17,-18.32889338,0
557,3,18,-0.646047081,12.4
557,3,19,1.611391431,97
557,3,20,-4.190543695,0.5
557,3,21,-0.32433043,20.4
557,3,22,-0.650524801,10.6
557,3,23,3.354035576,99.3
557,3,24,0.797002804,93.5
557,3,25,-2.530035933,1.5
557,3,26,-3.547231357,0.7
557,3,27,-1.406354911,2.9
557,3,28,-2.589379213,1.6
557,3,29,0.756475694,87.5
557,3,30,-0.904777181,7.7
557,3,31,1.684332261,97.1
557,3,32,-9.411582037,0
557,3,33,0.89501201,91.8
557,3,34,-1.226963886,4.5
570,1,1,-0.407664101,41.5
570,1,2,0.347831797,74.3
570,1,3,2.95778346,96.5
570,1,4,-0.444679616,20.9
570,1,5,0.529085943,81.4
570,1,6,-0.424025667,26.3
570,1,7,NaN,NaN
570,1,8,-0.193999211,65.8
570,1,9,-0.606927594,17.9
570,1,10,NaN,NaN
570,1,11,-0.00706743,69.7
570,1,12,1.113644359,89.5
570,1,13,-0.194830503,53.6
570,1,14,-0.349126757,26.8
570,1,15,0.529136099,91.1
570,1,16,0.200825924,73.3
570,1,17,1.057412193,92.5
570,1,18,0.030040563,67.8
570,1,19,-0.397358141,44.7
570,1,20,0.023510677,73.2
570,1,21,-0.225269101,45
570,1,22,1.847034319,95.3
570,1,23,-0.153510872,57.1
570,1,24,-0.0547671,60.5
570,1,25,-0.440301289,40.4
570,1,26,-0.792212037,8.3
570,1,27,-0.704667253,21.1
570,1,28,-1.656369534,0.6
570,1,29,3.047524282,99
570,1,30,-0.20145728,52.3
570,1,31,0.072085816,74
570,1,32,0.876889355,88.1
570,1,33,-0.377717337,27.4
570,1,34,0.626240297,82.1
570,1,35,-1.127855154,3.4
570,1,36,1.139654395,89.1
570,1,37,0.693987387,85.8
570,1,38,1.020222617,90
570,1,39,1.038965701,89.7
570,1,40,0.560106013,87.1
570,1,41,1.279131196,93.9
570,1,42,-0.682751853,14.6
570,1,43,-0.694600262,14.9
570,1,44,0.765145273,85.3
570,1,45,-0.966220692,8.6
570,1,46,NaN,NaN
570,1,47,0.276443357,74.1
570,1,48,5.974856937,99.3
570,1,49,-0.052843144,61.3
570,1,50,-0.133490925,50.1
570,1,51,-0.178036457,48.3
570,1,52,1.200057385,88.8
570,1,53,-0.865962598,15.1
570,1,54,0.31129995,79
570,1,55,-1.120783177,9.9
570,1,56,0.018247857,71.8
570,1,57,-0.157144186,52.6
570,1,58,-0.68405277,9.1
570,1,59,-0.149243487,51.7
570,1,60,-0.21307579,53.6
570,1,61,-0.418653365,42.1
570,1,62,0.686226449,85.3
570,1,63,0.031120902,74
570,1,64,0.173465658,74.8
570,1,65,-0.175448019,48.3
570,1,66,-1.069522285,6.4
570,2,1,NaN,NaN
570,2,2,NaN,NaN
570,2,3,NaN,NaN
570,2,4,NaN,NaN
570,2,5,NaN,NaN
570,2,6,NaN,NaN
570,2,7,NaN,NaN
570,2,8,NaN,NaN
570,2,9,NaN,NaN
570,2,10,NaN,NaN
570,2,11,NaN,NaN
570,2,12,NaN,NaN
570,2,13,NaN,NaN
570,2,14,NaN,NaN
570,2,15,NaN,NaN
570,2,16,NaN,NaN
570,2,17,NaN,NaN
570,2,18,NaN,NaN
570,2,19,NaN,NaN
570,2,20,NaN,NaN
570,2,21,NaN,NaN
570,2,22,NaN,NaN
570,2,23,NaN,NaN
570,2,24,NaN,NaN
570,2,25,NaN,NaN
570,2,26,NaN,NaN
570,2,27,NaN,NaN
570,2,28,NaN,NaN
570,2,29,NaN,NaN
570,2,30,NaN,NaN
570,2,31,NaN,NaN
570,2,32,NaN,NaN
570,2,33,NaN,NaN
570,2,34,NaN,NaN
570,2,35,NaN,NaN
570,2,36,NaN,NaN
570,2,37,NaN,NaN
570,2,38,NaN,NaN
570,2,39,NaN,NaN
570,2,40,NaN,NaN
570,2,41,NaN,NaN
570,2,42,NaN,NaN
570,2,43,NaN,NaN
570,2,44,NaN,NaN
570,2,45,NaN,NaN
570,2,46,NaN,NaN
570,2,47,NaN,NaN
570,2,48,NaN,NaN
570,2,49,NaN,NaN
570,2,50,NaN,NaN
570,2,51,NaN,NaN
570,2,52,NaN,NaN
570,2,53,NaN,NaN
570,2,54,NaN,NaN
570,2,55,NaN,NaN
570,2,56,NaN,NaN
570,2,57,NaN,NaN
570,2,58,NaN,NaN
570,3,1,2.301679055,96.2
570,3,2,NaN,NaN
570,3,3,0.411166903,79.3
570,3,4,-0.625863392,38.8
570,3,5,-0.484805341,40.6
570,3,6,NaN,NaN
570,3,7,1.193974043,89.3
570,3,8,NaN,NaN
570,3,9,0.340469794,71.1
570,3,10,2.618039623,95.8
570,3,11,0.227532329,80.9
570,3,12,0.947270987,82.9
570,3,13,-0.901126464,11.6
570,3,14,NaN,NaN
570,3,15,-0.390636189,50.6
570,3,16,-0.238166069,62.5
570,3,17,0.775202578,83.5
570,3,18,0.252202696,68.9
570,3,19,1.985010847,94.8
570,3,20,-0.630401591,17.7
570,3,21,0.501968355,83.9
570,3,22,-0.483113243,47.1
570,3,23,0.300289172,68.1
570,3,24,-0.769383098,5.5
570,3,25,-0.638654094,35.6
570,3,26,NaN,NaN
570,3,27,-0.429425751,51.4
570,3,28,NaN,NaN
570,3,29,-0.111464352,65.7
570,3,30,-0.637216732,21.4
570,3,31,2.489194236,97.1
570,3,32,-0.642688011,7.2
570,3,33,0.084001331,75.2
570,3,34,-0.30148547,66.5
570,3,35,NaN,NaN
570,3,36,-0.299043026,48.6
570,3,37,-1.030258481,1.7
570,3,38,4.855692461,99.4
570,3,39,-0.068991297,72.5
570,3,40,0.250361122,69.5
570,3,41,1.5099327,90.5
570,3,42,-0.362193243,44.8
570,3,43,0.623614792,76.8
570,3,44,0.19040628,66.5
570,3,45,-0.079219416,68.4
570,3,46,0.047543071,63.9
573,1,1,-0.359813616,26.6
573,1,2,-0.479332114,22.5
573,1,3,-0.332696427,36.1
573,1,4,-0.88464664,10.8
573,1,5,-0.576435362,22.6
573,2,1,0.691083935,89
573,2,2,-0.04512532,43.1
573,2,3,0.893564911,89.2
573,2,4,-3.605136776,0.8
573,2,5,1.21179249,92.6
573,2,6,0.90327416,88.6
573,2,7,-0.601733147,14.7
573,2,8,0.458026859,82.7
573,2,9,-1.723377672,4
573,2,10,-0.547088472,17.8
573,2,11,1.662691857,95.9
573,2,12,2.844602896,98.9
573,2,13,3.599452496,99.7
573,2,14,-0.266649267,28.2
573,2,15,0.115931291,58.4
573,2,16,-1.756733809,3.8
573,2,17,-0.907236884,11.9
573,2,18,0.638104106,86.9
573,2,19,0.243345053,71.7
573,2,20,2.290763296,97.8
573,3,1,-0.111556401,34.3
573,3,2,-4.63226639,0.3
573,3,3,0.275776431,57.4
573,3,4,-2.211076504,3.4
573,3,5,-0.785228785,14.1
573,3,6,-2.045723054,1.5
573,3,7,-1.224532608,8.3
573,3,8,-0.626148042,24.2
573,3,9,-0.186689661,34.7
573,3,10,-0.223498892,38.7
573,3,11,0.310200553,57.4
573,3,12,1.421133026,95.6
573,3,13,1.416663156,96.9
573,3,14,0.452391037,66.1
573,3,15,-0.573393043,25.3
573,3,16,-2.486228098,1.3
573,3,17,0.519323467,70.6
573,3,18,-0.039196057,40.2
573,3,19,-0.225432048,37.1
573,3,20,0.194355543,54.7
573,3,21,-5.172521268,0.2
573,3,22,-3.274677282,1.2
573,3,23,0.606121228,73
573,3,24,-4.144323285,0.2
573,3,25,-0.342714722,27.1
584,1,1,0.357575927,70.9
584,1,2,0.801692146,85.1
584,1,3,-0.14795177,42.4
584,1,4,2.085541673,97.9
584,1,5,-1.372280122,7.6
584,1,6,-1.287260365,10
584,1,7,-0.753608925,17.3
584,1,8,0.087359383,59.1
584,1,9,0.089989537,55.8
584,1,10,-0.199771825,38
584,1,11,-0.292230541,34.4
584,1,12,0.244072314,63.3
584,1,13,-1.486379729,5.4
584,1,14,-0.946457832,13.2
584,1,15,0.326624556,68.7
584,1,16,0.15894066,57.8
584,2,1,0.060619651,50.7
584,2,2,1.70951086,96
584,2,3,-0.094233867,56.2
584,2,4,1.194923672,98
584,2,5,0.094454287,52.4
584,2,6,0.087952199,50.8
584,2,7,0.993660044,89.9
584,2,8,0.624465044,84.5
584,2,9,-1.350827108,7.6
584,2,10,-1.665759824,4.9
584,2,11,-0.601028594,18.2
584,2,12,0.243153076,63.8
584,2,13,0.604223849,83.1
584,3,1,0.35859487,94.8
584,3,2,-0.274534547,10.8
584,3,3,-0.434286397,5.7
584,3,4,0.019198066,11.7
584,3,5,-0.028594748,1.6
584,3,6,0.005508726,3.5
584,3,7,0.018618987,13.8
584,3,8,-3.587730078,0.5
584,3,9,0.05000411,3.3
584,3,10,-22.85811651,0
584,3,11,0.007012718,4.7
584,3,12,-0.260959767,4.5
584,3,13,0.018777865,6.8
584,3,14,0.044289793,2.2
584,3,15,-0.03974846,0.2
584,3,16,0.038984576,0.2
584,3,17,22.41023301,100
584,3,18,1.992320291,99.1
584,3,19,2.417556278,99.1
584,3,20,29.84362994,100
584,3,21,6.490846929,99.7
584,3,22,-12.10219833,0
584,3,23,0.460710291,94.7
584,3,24,0.025238005,11.7
584,3,25,0.095520045,92.6
584,3,26,-4.937231356,0.2
584,3,27,-0.053630621,11.1
584,3,28,0.367586342,94.7
584,3,29,0.929222992,94.7
584,3,30,-3.975549423,0.8
584,3,31,-3.737311161,1
584,3,32,-0.171092635,9
585,1,1,-0.080124734,52.8
585,1,2,0.088193554,53.8
585,1,3,-0.215525669,34.8
585,1,4,1.058331124,86.7
585,1,5,-0.324051385,26.9
585,1,6,-0.138999574,42.3
585,1,7,-0.681953122,9.1
585,1,8,0.085587297,53.9
585,1,9,-0.027893316,51.2
585,1,10,-0.189250839,43.9
585,1,11,0.24827904,74.3
585,1,12,-0.507667984,28.6
585,1,13,NaN,NaN
585,1,14,0.192565641,63.1
585,1,15,0.707774983,80.8
585,1,16,NaN,NaN
585,1,17,-0.050437498,55.4
585,1,18,-0.689551368,11.2
585,1,19,-0.228765312,39.3
585,1,20,-0.375649405,34.9
585,1,21,0.121163619,59.9
585,1,22,-0.311241628,37.3
585,1,23,0.047582586,64
585,1,24,-0.333334838,24.1
585,1,25,-0.506479004,29.1
585,1,26,0.545443157,79.2
585,1,27,0.561425809,74.3
585,1,28,-0.583648734,21.3
585,1,29,-1.292349525,7.1
585,1,30,0.905206787,84.7
585,1,31,NaN,NaN
585,1,32,-0.117236161,46.3
585,1,33,0.632480122,77
585,1,34,-0.341776496,31.9
585,1,35,-0.646277352,26
585,1,36,-1.701251428,4.3
585,1,37,0.486129067,69.7
585,1,38,0.196412311,60.9
585,1,39,0.681506641,78
585,1,40,-1.518519135,5
585,1,41,-0.421460684,27
585,1,42,2.038265202,96.7
585,1,43,-0.300748595,34.1
585,1,44,0.125362138,61.6
585,1,45,0.535264457,73.7
585,2,1,NaN,NaN
585,2,2,-0.208574249,52.9
585,2,3,NaN,NaN
585,2,4,NaN,NaN
585,2,5,NaN,NaN
585,2,6,NaN,NaN
585,2,7,-0.019388263,60.8
585,2,8,-1.151019156,9.2
585,2,9,NaN,NaN
585,2,10,-1.309324863,3.8
585,2,11,3.268561168,98.4
585,2,12,-0.102194761,58.8
585,2,13,-0.566377287,24.1
585,2,14,0.157193472,63.2
585,2,15,-0.019144335,64.8
585,2,16,-0.271629616,35.5
585,2,17,0.049052507,70.3
585,2,18,-0.257150143,38.8
585,2,19,2.117662563,94.8
585,2,20,-0.932459316,5.5
585,2,21,NaN,NaN
585,2,22,-0.646369858,19
585,2,23,NaN,NaN
585,2,24,0.027756522,69.7
585,2,25,-0.163604286,47.1
585,2,26,-0.840004686,15.4
585,2,27,NaN,NaN
585,2,28,-0.116393881,53.9
585,2,29,0.303502496,65.6
585,2,30,-0.639875943,19.9
585,2,31,-1.483136247,3.3
585,2,32,-0.386839917,28.1
585,2,33,1.399664369,90.6
585,2,34,0.171470018,59.2
585,2,35,NaN,NaN
585,2,36,NaN,NaN
585,2,37,-2.199973577,0.6
585,2,38,-0.383733157,32.2
585,2,39,0.693526808,82.1
585,2,40,NaN,NaN
585,2,41,NaN,NaN
585,2,42,NaN,NaN
585,2,43,0.235722894,64.3
585,2,44,NaN,NaN
585,2,45,-1.37540023,6.2
585,2,46,-0.486357385,27.8
585,2,47,NaN,NaN
585,2,48,-0.603103786,17
585,2,49,NaN,NaN
585,2,50,-0.081108716,46.4
585,2,51,0.848201017,83.9
585,2,52,-0.141613941,46.1
585,2,53,-0.176973163,42.6
585,2,54,-1.041662884,4.2
585,2,55,-1.745914024,1.8
585,2,56,-0.671489833,20.5
585,2,57,1.273468372,90
585,2,58,NaN,NaN
585,2,59,-0.03398618,65.8
585,2,60,NaN,NaN
585,2,61,2.698980719,99.2
585,2,62,-0.355384247,35.9
585,2,63,NaN,NaN
585,2,64,NaN,NaN
585,2,65,1.905158327,98
585,2,66,0.181402682,71.3
585,2,67,NaN,NaN
585,2,68,0.491748722,74.4
585,2,69,-0.749107756,13.8
585,3,1,2.006142864,98.1
585,3,2,2.514451129,98.2
585,3,3,3.650441358,99.2
585,3,4,0.283371351,81.6
585,3,5,2.383418364,98.2
585,3,6,1.361972339,95
585,3,7,-5.123525041,0.1
585,3,8,-0.210737296,19.2
585,3,9,-1.817374998,3.7
585,3,10,-1.644929973,4.6
585,3,11,-0.069154976,29.4
585,3,12,1.311505967,95.4
585,3,13,2.388864379,97.8
585,3,14,-3.963043017,0.8
585,3,15,-1.58540078,5.6
585,3,16,1.331835262,94.4
585,3,17,0.035432297,78.8
585,3,18,6.798545168,100
585,3,19,0.264986811,82.1
585,3,20,-0.290432235,17.9
585,3,21,1.472407298,95.3
585,3,22,-2.221894078,2.2
585,3,23,-1.100886848,8.7
585,3,24,-0.482413704,12.3
585,3,25,0.06053864,78.9
585,3,26,-0.02620229,34.1
585,3,27,-0.007541472,37
585,3,28,-2.120081621,2.2
585,3,29,0.018771744,44.5
585,3,30,0.048816889,26.7
585,3,31,0.671826374,90.8
585,3,32,-1.890410498,3.3
585,3,33,0.087191829,37.6
585,3,34,0.066802224,38.4
585,3,35,-0.855383174,9.3
585,3,36,-0.676251109,10.4
585,3,37,-2.381560124,2.7
585,3,38,0.076424104,40.9
585,3,39,0.049867965,23.1
585,3,40,-2.673136201,2.9
585,3,41,0.979561624,92.1
585,3,42,0.010960981,25
585,3,43,0.033675632,31.2
585,3,44,1.859307706,98
585,3,45,-1.724306375,4.1
585,3,46,0.822320025,93.6
585,3,47,0.055319967,39
585,3,48,-7.796020054,0
585,3,49,0.028141667,32.3
585,3,50,-0.192822527,18
585,3,51,-1.090569544,6.3
585,3,52,-0.198045172,17.5
585,3,53,-2.000878659,2.9
585,3,54,0.082692567,33.3
585,3,55,0.009700452,38
585,3,56,-2.491831864,2.5
585,3,57,-4.890008967,0.3
585,3,58,-0.062860417,17.9
585,3,59,2.497814195,98.5
585,3,60,0.051591178,47.5
585,3,61,-1.234157243,6.6
585,3,62,0.52811802,90.8
585,3,63,3.009311261,98
585,3,64,3.101009813,99.6
585,3,65,0.031166396,34.6
585,3,66,0.151993449,75.6
585,3,67,0.016079134,60.6
585,3,68,0.085131695,42.6
585,3,69,0.096597525,38.9
585,3,70,0.04990402,45.1
585,3,71,0.025665195,29.3
585,3,72,0.090509584,63.5
585,3,73,-0.161261974,21.5
585,3,74,0.098101968,61.2
585,3,75,-0.094426825,23.2
585,3,76,1.234995972,97
585,3,77,0.120736173,39
585,3,78,0.616071525,92.5
585,3,79,-1.215816217,4.7
585,3,80,-3.235682795,1.3
585,3,81,0.038763944,41.2
585,3,82,-5.061935016,0.6
585,3,83,0.559012442,91.9
585,3,84,-0.63556342,9.6
585,3,85,0.003645374,41.4
585,3,86,0.197284522,80.8
585,3,87,0.006751464,29.5
585,3,88,-1.174650913,4.1
585,3,89,0.06932867,59
585,3,90,-0.60234919,8.9
585,3,91,-0.578332158,11.8
585,3,92,-0.270489684,16.5
585,3,93,0.112426119,45.7
585,3,94,-1.679299914,5.1
585,3,95,-8.413267772,0.1
585,3,96,-3.578150974,0.8
586,1,1,1.508407809,93.1
586,1,2,-0.091253889,48.5
586,1,3,-0.358448215,31.4
586,1,4,-1.49478739,5.4
586,1,5,0.089775051,57
586,1,6,-0.055940129,48.1
586,1,7,-0.630865947,20.1
586,1,8,0.197207506,64.9
586,1,9,-0.100042045,45.2
586,1,10,0.908512319,84.9
586,1,11,1.699128718,94.3
586,1,12,2.112779695,97
586,1,13,2.273444217,97.6
586,1,14,-0.152675601,45.6
586,1,15,1.019564442,87
586,1,16,0.619330134,78.2
586,1,17,-0.083349673,46.2
586,1,18,0.849533446,84.3
586,1,19,3.811477482,99.6
586,1,20,-0.857177177,15.6
586,1,21,1.127195991,88.8
586,1,22,-1.464031185,6
586,1,23,-0.680980566,18.5
586,1,24,-0.044971366,52.2
586,1,25,-2.285946523,1.9
586,2,1,-1.047811028,3.2
586,2,2,-0.052584579,59.4
586,2,3,1.197867455,90.4
586,2,4,1.512404889,95.2
586,2,5,NaN,NaN
586,2,6,-0.303167192,35.8
586,2,7,0.301523071,74.1
586,2,8,-0.369119554,30.9
586,2,9,-2.252472908,1.2
586,2,10,1.732883778,95
586,2,11,-1.770695962,1
586,2,12,-0.030384684,54.4
586,2,13,31.33140281,100
586,2,14,-3.350404203,0.2
586,2,15,-0.658725285,21.4
586,2,16,12.4837185,99.8
586,2,17,12.04259485,100
586,2,18,100.4053764,100
586,2,19,8.413198464,99.9
586,2,20,4.189377543,99.6
586,2,21,0.670048416,80.2
586,2,22,0.677233923,94.4
586,2,23,4.76884628,99.8
586,2,24,1.279777048,91.1
586,2,25,-0.085210424,72.3
586,2,26,0.781499689,85.3
586,2,27,-0.90049352,12.9
586,2,28,0.592419961,83.9
586,2,29,20.03539254,99.9
586,2,30,-2.307496555,0.2
586,3,1,0.600031467,81.8
586,3,2,-5.329131966,0.2
586,3,3,1.453665155,95.1
586,3,4,-0.014605006,53.2
586,3,5,-0.08589739,41.6
586,3,6,0.34942891,82.4
586,3,7,-7.486763367,0
586,3,8,2.156543985,97.2
586,3,9,0.183693902,61.6
586,3,10,0.860130915,86.4
586,3,11,1.085529413,91.3
586,3,12,0.873058867,86.3
586,3,13,2.345622013,97.7
586,3,14,0.07575773,57.2
586,3,15,3.675383645,99.6
586,3,16,-1.516227839,4.7
586,3,17,-3.030293676,0.8
586,3,18,3.162112877,99.3
586,3,19,0.055261497,51.6
586,3,20,5.422608503,99.8
586,3,21,0.907514562,87.6
586,3,22,-2.656978201,1.5
586,3,23,-0.80971037,13.5
588,1,1,-0.048112206,48.7
588,1,2,-0.273368163,35.4
588,1,3,NaN,NaN
588,1,4,-0.176241294,41.3
588,1,5,0.21228619,63.5
588,1,6,-0.282411307,34.8
588,1,7,-0.317889915,34.3
588,1,8,-0.086833834,46.9
588,1,9,0.785297893,95.6
588,1,10,-0.211705178,38.9
588,1,11,0.131728955,58.1
588,1,12,-1.151382144,9.6
588,1,13,-0.510102367,16.4
588,1,14,0.887191095,88.9
588,1,15,NaN,NaN
588,1,16,-0.071888056,54.5
588,1,17,0.388516375,71.1
588,1,18,-1.495605062,1.1
588,1,19,0.893122909,83.8
588,1,20,-0.54537439,26.1
588,1,21,0.736737945,79.8
588,1,22,-1.35981968,7.1
588,1,23,1.922440244,96.6
588,1,24,0.726947485,78.6
588,1,25,1.602899405,93.9
588,1,26,1.609615435,94
